name,year,rate,code
Missouri,1996,2.1,1021
Missouri,1995,2.14,1022
Missouri,1994,2.21,1023
Missouri,1993,2.2,1024
Missouri,1992,2.24,1025
Missouri,1991,2.2,1026
Missouri,1990,2.3,1027
Missouri,1989,2.28,1028
Missouri,1988,2.31,1029
Missouri,1987,2.39,1030
Missouri,1986,2.39,1031
Missouri,1985,2.37,1032
Missouri,1984,2.29,1033
Missouri,1983,2.38,1034
Missouri,1982,2.39,1035
Missouri,1981,2.46,1036
Missouri,1980,2.44,1037
Missouri,1979,2.42,1038
Missouri,1978,2.39,1039
Missouri,1977,2.24,1040
Montana,2016,3.11,1041
Montana,2015,3.09,1042
Montana,2014,3.08,1043
Montana,2013,3.07,1044
Montana,2012,3.07,1045
Montana,2011,2.97,1046
Montana,2010,2.98,1047
Montana,2009,2.96,1048
Montana,2008,2.97,1049
Montana,2007,2.94,1050
Montana,2006,2.87,1051
Montana,2005,2.78,1052
Montana,2004,2.66,1053
Montana,2003,2.62,1054
Montana,2002,2.65,1055
Montana,2001,2.56,1056
Montana,2000,2.54,1057
Montana,1999,2.51,1058
Montana,1998,2.45,1059
Montana,1997,2.32,1060
Montana,1996,2.45,1061
Montana,1995,2.55,1062
Montana,1994,2.51,1063
Montana,1993,2.47,1064
Montana,1992,2.61,1065
Montana,1991,2.64,1066
Montana,1990,2.67,1067
Montana,1989,2.61,1068
Montana,1988,2.7,1069
Montana,1987,2.7,1070
Montana,1986,2.76,1071
Montana,1985,2.84,1072
Montana,1984,2.97,1073
Montana,1983,3.11,1074
Montana,1982,3.16,1075
Montana,1981,3.27,1076
Montana,1980,3.2,1077
Montana,1979,3.29,1078
Montana,1978,3.09,1079
Montana,1977,3.11,1080
Nebraska,2016,2.23,1081
Nebraska,2015,2.27,1082
Nebraska,2014,2.3,1083
Nebraska,2013,2.31,1084
Nebraska,2012,2.31,1085
Nebraska,2011,2.28,1086
Nebraska,2010,2.28,1087
Nebraska,2009,2.29,1088
Nebraska,2008,2.33,1089
Nebraska,2007,2.31,1090
Nebraska,2006,2.35,1091
Nebraska,2005,2.29,1092
Nebraska,2004,2.28,1093
Nebraska,2003,2.24,1094
Nebraska,2002,2.23,1095
Nebraska,2001,2.2,1096
Nebraska,2000,2.23,1097
Nebraska,1999,2.19,1098
Nebraska,1998,2.16,1099
Nebraska,1997,2.09,1100
Nebraska,1996,2.11,1101
Nebraska,1995,2.1,1102
Nebraska,1994,2.14,1103
Nebraska,1993,2.14,1104
Nebraska,1992,2.16,1105
Nebraska,1991,2.19,1106
Nebraska,1990,2.25,1107
Nebraska,1989,2.26,1108
Nebraska,1988,2.3,1109
Nebraska,1987,2.33,1110
Nebraska,1986,2.33,1111
Nebraska,1985,2.39,1112
Nebraska,1984,2.43,1113
Nebraska,1983,2.51,1114
Nebraska,1982,2.37,1115
Nebraska,1981,2.65,1116
Nebraska,1980,2.63,1117
Nebraska,1979,2.59,1118
Nebraska,1978,2.56,1119
Nebraska,1977,2.54,1120
Nevada,2016,3.46,1121
Nevada,2015,3.33,1122
Nevada,2014,3.36,1123
Nevada,2013,3.31,1124
Nevada,2012,3.27,1125
Nevada,2011,3.35,1126
Nevada,2010,3.3,1127
Nevada,2009,3.21,1128
Nevada,2008,3.53,1129
Nevada,2007,3.52,1130
Nevada,2006,3.63,1131
Nevada,2005,3.52,1132
Nevada,2004,3.61,1133
Nevada,2003,3.59,1134
Nevada,2002,3.56,1135
Nevada,2001,3.59,1136
Nevada,2000,3.67,1137
Nevada,1999,3.74,1138
Nevada,1998,3.62,1139
Nevada,1997,3.72,1140
Nevada,1996,3.89,1141
Nevada,1995,3.84,1142
Nevada,1994,4,1143
Nevada,1993,4.07,1144
Nevada,1992,4.25,1145
Nevada,1991,4.31,1146
Nevada,1990,4.78,1147
Nevada,1989,4.7,1148
Nevada,1988,4.8,1149
Nevada,1987,4.89,1150
Nevada,1986,4.97,1151
Nevada,1985,4.99,1152
Nevada,1984,5.1,1153
Nevada,1983,5.18,1154
Nevada,1982,5.27,1155
Nevada,1981,5.59,1156
Nevada,1980,5.75,1157
Nevada,1979,5.83,1158
Nevada,1978,6.13,1159
Nevada,1977,6.32,1160
New Hampshire,2016,4.76,1161
New Hampshire,2015,4.72,1162
New Hampshire,2014,4.54,1163
New Hampshire,2013,4.68,1164
New Hampshire,2012,4.65,1165
New Hampshire,2011,4.77,1166
New Hampshire,2010,4.5,1167
New Hampshire,2009,4.47,1168
New Hampshire,2008,4.39,1169
New Hampshire,2007,4.36,1170
New Hampshire,2006,4.28,1171
New Hampshire,2005,4.2,1172
New Hampshire,2004,4.14,1173
New Hampshire,2003,4.09,1174
New Hampshire,2002,4.09,1175
New Hampshire,2001,4.03,1176
New Hampshire,2000,4.06,1177
New Hampshire,1999,4.06,1178
New Hampshire,1998,3.99,1179
New Hampshire,1997,4.04,1180
New Hampshire,1996,4.11,1181
New Hampshire,1995,4.02,1182
New Hampshire,1994,4.13,1183
New Hampshire,1993,4.38,1184
New Hampshire,1992,4.3,1185
New Hampshire,1991,4.3,1186
New Hampshire,1990,4.3,1187
New Hampshire,1989,4.38,1188
New Hampshire,1988,4.34,1189
New Hampshire,1987,4.42,1190
New Hampshire,1986,4.52,1191
New Hampshire,1985,4.74,1192
New Hampshire,1984,4.92,1193
New Hampshire,1983,5.09,1194
New Hampshire,1982,4.84,1195
New Hampshire,1981,4.91,1196
New Hampshire,1980,5.02,1197
New Hampshire,1979,5.1,1198
New Hampshire,1978,5.36,1199
New Hampshire,1977,5.23,1200
New Jersey,2016,2.34,1201
New Jersey,2015,2.36,1202
New Jersey,2014,2.37,1203
New Jersey,2013,2.36,1204
New Jersey,2012,2.39,1205
New Jersey,2011,2.36,1206
New Jersey,2010,2.35,1207
New Jersey,2009,2.34,1208
New Jersey,2008,2.35,1209
New Jersey,2007,2.33,1210
New Jersey,2006,2.33,1211
New Jersey,2005,2.3,1212
New Jersey,2004,2.3,1213
New Jersey,2003,2.24,1214
New Jersey,2002,2.24,1215
New Jersey,2001,2.2,1216
New Jersey,2000,2.2,1217
New Jersey,1999,2.18,1218
New Jersey,1998,2.15,1219
New Jersey,1997,2.19,1220
New Jersey,1996,2.2,1221
New Jersey,1995,2.28,1222
New Jersey,1994,2.27,1223
New Jersey,1993,2.29,1224
New Jersey,1992,2.34,1225
New Jersey,1991,2.34,1226
New Jersey,1990,2.58,1227
New Jersey,1989,2.58,1228
New Jersey,1988,2.58,1229
New Jersey,1987,2.72,1230
New Jersey,1986,2.77,1231
New Jersey,1985,2.79,1232
New Jersey,1984,2.82,1233
New Jersey,1983,2.85,1234
New Jersey,1982,2.87,1235
New Jersey,1981,2.87,1236
New Jersey,1980,2.82,1237
New Jersey,1979,2.71,1238
New Jersey,1978,2.69,1239
New Jersey,1977,2.69,1240
New Mexico,2016,2.27,1241
New Mexico,2015,2.11,1242
New Mexico,2014,2.42,1243
New Mexico,2013,2.35,1244
New Mexico,2012,2.36,1245
New Mexico,2011,2.35,1246
New Mexico,2010,2.28,1247
New Mexico,2009,2.38,1248
New Mexico,2008,2.43,1249
New Mexico,2007,2.39,1250
New Mexico,2006,2.36,1251
New Mexico,2005,2.42,1252
New Mexico,2004,2.36,1253
New Mexico,2003,2.4,1254
New Mexico,2002,2.4,1255
New Mexico,2001,2.39,1256
New Mexico,2000,2.38,1257
New Mexico,1999,2.36,1258
New Mexico,1998,2.31,1259
New Mexico,1997,2.33,1260
New Mexico,1996,2.38,1261
New Mexico,1995,2.4,1262
New Mexico,1994,2.25,1263
New Mexico,1993,2.39,1264
New Mexico,1992,2.47,1265
New Mexico,1991,2.54,1266
New Mexico,1990,2.64,1267
New Mexico,1989,2.62,1268
New Mexico,1988,2.67,1269
New Mexico,1987,2.69,1270
New Mexico,1986,2.73,1271
New Mexico,1985,2.84,1272
New Mexico,1984,2.76,1273
New Mexico,1983,3.01,1274
New Mexico,1982,2.99,1275
New Mexico,1981,3,1276
New Mexico,1980,2.97,1277
New Mexico,1979,2.91,1278
New Mexico,1978,2.93,1279
New Mexico,1977,2.88,1280
New York,2016,2.22,1281
New York,2015,2.18,1282
New York,2014,2.2,1283
New York,2013,2.21,1284
New York,2012,2.17,1285
New York,2011,2.11,1286
New York,2010,2.09,1287
New York,2009,2.08,1288
New York,2008,2.08,1289
New York,2007,2.1,1290
New York,2006,2.01,1291
New York,2005,1.99,1292
New York,2004,1.96,1293
New York,2003,1.94,1294
New York,2002,1.92,1295
New York,2001,1.89,1296
New York,2000,1.88,1297
New York,1999,1.85,1298
New York,1998,1.84,1299
New York,1997,1.79,1300
New York,1996,1.84,1301
New York,1995,1.95,1302
New York,1994,1.93,1303
New York,1993,1.97,1304
New York,1992,2.09,1305
New York,1991,2.14,1306
New York,1990,2.3,1307
New York,1989,2.34,1308
New York,1988,2.45,1309
New York,1987,2.51,1310
New York,1986,2.53,1311
New York,1985,2.61,1312
New York,1984,2.67,1313
New York,1983,2.77,1314
New York,1982,2.85,1315
New York,1981,2.83,1316
New York,1980,2.91,1317
New York,1979,2.83,1318
New York,1978,2.78,1319
New York,1977,2.75,1320
North Carolina,2016,2.13,1321
North Carolina,2015,2.1,1322
North Carolina,2014,2.06,1323
North Carolina,2013,2.03,1324
North Carolina,2012,2.05,1325
North Carolina,2011,2.01,1326
North Carolina,2010,2.01,1327
North Carolina,2009,1.99,1328
North Carolina,2008,2.03,1329
North Carolina,2007,2.04,1330
North Carolina,2006,2.01,1331
North Carolina,2005,1.96,1332
North Carolina,2004,1.99,1333
North Carolina,2003,2,1334
North Carolina,2002,2.02,1335
North Carolina,2001,2,1336
North Carolina,2000,1.98,1337
North Carolina,1999,1.96,1338
North Carolina,1998,1.94,1339
North Carolina,1997,1.97,1340
North Carolina,1996,1.98,1341
North Carolina,1995,1.87,1342
North Carolina,1994,1.89,1343
North Carolina,1993,1.92,1344
North Carolina,1992,1.96,1345
North Carolina,1991,1.96,1346
North Carolina,1990,2.08,1347
North Carolina,1989,2.05,1348
North Carolina,1988,2.08,1349
North Carolina,1987,2.09,1350
North Carolina,1986,2.15,1351
North Carolina,1985,2.13,1352
North Carolina,1984,2.13,1353
North Carolina,1983,2.12,1354
North Carolina,1982,2.13,1355
North Carolina,1981,2.16,1356
North Carolina,1980,2.16,1357
North Carolina,1979,2.09,1358
North Carolina,1978,2.04,1359
North Carolina,1977,1.98,1360
North Dakota,2016,3.26,1361
North Dakota,2015,3.25,1362
North Dakota,2014,3.41,1363
North Dakota,2013,3.38,1364
North Dakota,2012,3.42,1365
North Dakota,2011,3.18,1366
North Dakota,2010,2.93,1367
North Dakota,2009,2.96,1368
North Dakota,2008,2.94,1369
North Dakota,2007,2.82,1370
North Dakota,2006,2.7,1371
North Dakota,2005,2.6,1372
North Dakota,2004,2.49,1373
North Dakota,2003,2.56,1374
North Dakota,2002,2.5,1375
North Dakota,2001,2.42,1376
North Dakota,2000,2.4,1377
North Dakota,1999,2.41,1378
North Dakota,1998,2.35,1379
North Dakota,1997,2.3,1380
North Dakota,1996,2.3,1381
North Dakota,1995,2.28,1382
North Dakota,1994,2.32,1383
North Dakota,1993,2.36,1384
North Dakota,1992,2.39,1385
North Dakota,1991,2.44,1386
North Dakota,1990,2.56,1387
North Dakota,1989,2.44,1388
North Dakota,1988,2.48,1389
North Dakota,1987,2.47,1390
North Dakota,1986,2.44,1391
North Dakota,1985,2.5,1392
North Dakota,1984,2.56,1393
North Dakota,1983,2.71,1394
North Dakota,1982,2.79,1395
North Dakota,1981,2.85,1396
North Dakota,1980,2.82,1397
North Dakota,1979,2.72,1398
North Dakota,1978,2.76,1399
North Dakota,1977,2.62,1400
Ohio,2016,2.04,1401
Ohio,2015,2.03,1402
Ohio,2014,2.03,1403
Ohio,2013,2.04,1404
Ohio,2012,2.03,1405
Ohio,2011,2.02,1406
Ohio,2010,2.02,1407
Ohio,2009,2.03,1408
Ohio,2008,2.05,1409
Ohio,2007,2.04,1410
Ohio,2006,2.01,1411
Ohio,2005,2,1412
Ohio,2004,1.97,1413
Ohio,2003,1.95,1414
Ohio,2002,1.95,1415
Ohio,2001,1.93,1416
Ohio,2000,1.91,1417
Ohio,1999,1.9,1418
Ohio,1998,1.94,1419
Ohio,1997,1.89,1420
Ohio,1996,1.97,1421
Ohio,1995,1.89,1422
Ohio,1994,1.85,1423
Ohio,1993,1.95,1424
Ohio,1992,1.98,1425
Ohio,1991,2.03,1426
Ohio,1990,2.09,1427
Ohio,1989,2.09,1428
Ohio,1988,2.13,1429
Ohio,1987,2.18,1430
Ohio,1986,2.18,1431
Ohio,1985,2.21,1432
Ohio,1984,2.27,1433
Ohio,1983,2.23,1434
Ohio,1982,2.28,1435
Ohio,1981,2.25,1436
Ohio,1980,2.33,1437
Ohio,1979,2.25,1438
Ohio,1978,2.08,1439
Ohio,1977,2.03,1440
Oklahoma,2016,1.88,1441
Oklahoma,2015,1.89,1442
Oklahoma,2014,1.91,1443
Oklahoma,2013,1.93,1444
Oklahoma,2012,1.94,1445
Oklahoma,2011,1.92,1446
Oklahoma,2010,1.92,1447
Oklahoma,2009,1.93,1448
Oklahoma,2008,1.97,1449
Oklahoma,2007,1.91,1450
Oklahoma,2006,1.87,1451
Oklahoma,2005,1.8,1452
Oklahoma,2004,1.7,1453
Oklahoma,2003,1.93,1454
Oklahoma,2002,1.82,1455
Oklahoma,2001,1.65,1456
Oklahoma,2000,1.69,1457
Oklahoma,1999,1.68,1458
Oklahoma,1998,1.68,1459
Oklahoma,1997,1.65,1460
Oklahoma,1996,1.66,1461
Oklahoma,1995,1.66,1462
Oklahoma,1994,1.78,1463
Oklahoma,1993,1.7,1464
Oklahoma,1992,1.81,1465
Oklahoma,1991,1.76,1466
Oklahoma,1990,1.81,1467
Oklahoma,1989,1.75,1468
Oklahoma,1988,1.73,1469
Oklahoma,1987,1.79,1470
Oklahoma,1986,1.84,1471
Oklahoma,1985,1.88,1472
Oklahoma,1984,1.91,1473
Oklahoma,1983,1.97,1474
Oklahoma,1982,2.14,1475
Oklahoma,1981,2.13,1476
Oklahoma,1980,1.94,1477
Oklahoma,1979,1.94,1478
Oklahoma,1978,2,1479
Oklahoma,1977,1.95,1480
Oregon,2016,2.75,1481
Oregon,2015,2.71,1482
Oregon,2014,2.7,1483
Oregon,2013,2.66,1484
Oregon,2012,2.66,1485
Oregon,2011,2.59,1486
Oregon,2010,2.51,1487
Oregon,2009,2.59,1488
Oregon,2008,2.54,1489
Oregon,2007,2.65,1490
Oregon,2006,2.59,1491
Oregon,2005,2.4,1492
Oregon,2004,2.44,1493
Oregon,2003,2.36,1494
Oregon,2002,2.34,1495
Oregon,2001,2.3,1496
Oregon,2000,2.28,1497
Oregon,1999,2.27,1498
Oregon,1998,2.25,1499
Oregon,1997,2.24,1500
Oregon,1996,2.27,1501
Oregon,1995,2.23,1502
Oregon,1994,2.21,1503
Oregon,1993,2.31,1504
Oregon,1992,2.41,1505
Oregon,1991,2.38,1506
Oregon,1990,2.51,1507
Oregon,1989,2.46,1508
Oregon,1988,2.52,1509
Oregon,1987,2.54,1510
Oregon,1986,2.57,1511
Oregon,1985,2.58,1512
Oregon,1984,2.63,1513
Oregon,1983,2.7,1514
Oregon,1982,2.72,1515
Oregon,1981,2.79,1516
Oregon,1980,2.81,1517
Oregon,1979,2.77,1518
Oregon,1978,2.74,1519
Oregon,1977,2.7,1520
Pennsylvania,2016,2.36,1521
Pennsylvania,2015,2.33,1522
Pennsylvania,2014,2.34,1523
Pennsylvania,2013,2.33,1524
Pennsylvania,2012,2.34,1525
Pennsylvania,2011,2.33,1526
Pennsylvania,2010,2.3,1527
Pennsylvania,2009,2.27,1528
Pennsylvania,2008,2.23,1529
Pennsylvania,2007,2.18,1530
Pennsylvania,2006,2.1,1531
Pennsylvania,2005,2.11,1532
Pennsylvania,2004,2.06,1533
Pennsylvania,2003,2.04,1534
Pennsylvania,2002,2.06,1535
Pennsylvania,2001,2.02,1536
Pennsylvania,2000,1.96,1537
Pennsylvania,1999,1.92,1538
Pennsylvania,1998,1.85,1539
Pennsylvania,1997,1.95,1540
Pennsylvania,1996,1.88,1541
Pennsylvania,1995,1.88,1542
Pennsylvania,1994,1.93,1543
Pennsylvania,1993,1.96,1544
Pennsylvania,1992,1.99,1545
Pennsylvania,1991,2.05,1546
Pennsylvania,1990,2.15,1547
Pennsylvania,1989,2.13,1548
Pennsylvania,1988,2.14,1549
Pennsylvania,1987,2.22,1550
Pennsylvania,1986,2.25,1551
Pennsylvania,1985,2.23,1552
Pennsylvania,1984,2.26,1553
Pennsylvania,1983,2.31,1554
Pennsylvania,1982,2.37,1555
Pennsylvania,1981,2.38,1556
Pennsylvania,1980,2.39,1557
Pennsylvania,1979,2.34,1558
Pennsylvania,1978,2.3,1559
Pennsylvania,1977,2.27,1560
Rhode Island,2016,2.57,1561
Rhode Island,2015,2.52,1562
Rhode Island,2014,2.39,1563
Rhode Island,2013,2.56,1564
Rhode Island,2012,2.58,1565
Rhode Island,2011,2.55,1566
Rhode Island,2010,2.55,1567
Rhode Island,2009,2.47,1568
Rhode Island,2008,2.46,1569
Rhode Island,2007,2.45,1570
Rhode Island,2006,2.41,1571
Rhode Island,2005,2.29,1572
Rhode Island,2004,2.42,1573
Rhode Island,2003,2.45,1574
Rhode Island,2002,2.4,1575
Rhode Island,2001,2.36,1576
Rhode Island,2000,2.31,1577
Rhode Island,1999,2.28,1578
Rhode Island,1998,2.24,1579
Rhode Island,1997,2.3,1580
Rhode Island,1996,2.24,1581
Rhode Island,1995,2.19,1582
Rhode Island,1994,2.27,1583
Rhode Island,1993,2.27,1584
Rhode Island,1992,2.33,1585
Rhode Island,1991,2.41,1586
Rhode Island,1990,2.54,1587
Rhode Island,1989,2.67,1588
Rhode Island,1988,2.82,1589
Rhode Island,1987,2.83,1590
Rhode Island,1986,2.85,1591
Rhode Island,1985,2.93,1592
Rhode Island,1984,2.92,1593
Rhode Island,1983,3.04,1594
Rhode Island,1982,2.94,1595
Rhode Island,1981,2.92,1596
Rhode Island,1980,3.13,1597
Rhode Island,1979,2.98,1598
Rhode Island,1978,2.98,1599
Rhode Island,1977,2.86,1600
South Carolina,2016,2.22,1601
South Carolina,2015,2.25,1602
South Carolina,2014,2.28,1603
South Carolina,2013,2.31,1604
South Carolina,2012,2.32,1605
South Carolina,2011,2.31,1606
South Carolina,2010,2.31,1607
South Carolina,2009,2.34,1608
South Carolina,2008,2.4,1609
South Carolina,2007,2.42,1610
South Carolina,2006,2.45,1611
South Carolina,2005,2.42,1612
South Carolina,2004,2.38,1613
South Carolina,2003,2.35,1614
South Carolina,2002,2.3,1615
South Carolina,2001,2.27,1616
South Carolina,2000,2.43,1617
South Carolina,1999,2.41,1618
South Carolina,1998,2.37,1619
South Carolina,1997,2.4,1620
South Carolina,1996,2.3,1621
South Carolina,1995,2.2,1622
South Carolina,1994,2.29,1623
South Carolina,1993,2.3,1624
South Carolina,1992,2.33,1625
South Carolina,1991,2.41,1626
South Carolina,1990,2.61,1627
South Carolina,1989,2.49,1628
South Carolina,1988,2.54,1629
South Carolina,1987,2.52,1630
South Carolina,1986,2.52,1631
South Carolina,1985,2.53,1632
South Carolina,1984,2.52,1633
South Carolina,1983,2.49,1634
South Carolina,1982,2.43,1635
South Carolina,1981,2.48,1636
South Carolina,1980,2.45,1637
South Carolina,1979,2.45,1638
South Carolina,1978,2.45,1639
South Carolina,1977,2.37,1640
South Dakota,2016,2.87,1641
South Dakota,2015,2.79,1642
South Dakota,2014,2.74,1643
South Dakota,2013,2.81,1644
South Dakota,2012,2.76,1645
South Dakota,2011,2.77,1646
South Dakota,2010,2.69,1647
South Dakota,2009,2.65,1648
South Dakota,2008,2.66,1649
South Dakota,2007,2.61,1650
South Dakota,2006,2.5,1651
South Dakota,2005,2.52,1652
South Dakota,2004,2.45,1653
South Dakota,2003,2.41,1654
South Dakota,2002,2.34,1655
South Dakota,2001,2.35,1656
South Dakota,2000,2.3,1657
South Dakota,1999,2.27,1658
South Dakota,1998,2.23,1659
South Dakota,1997,2.15,1660
South Dakota,1996,2.15,1661
South Dakota,1995,2.21,1662
South Dakota,1994,2.24,1663
South Dakota,1993,2.2,1664
South Dakota,1992,2.26,1665
South Dakota,1991,2.27,1666
South Dakota,1990,2.34,1667
South Dakota,1989,2.17,1668
South Dakota,1988,2.21,1669
South Dakota,1987,2.28,1670
South Dakota,1986,2.29,1671
South Dakota,1985,2.35,1672
South Dakota,1984,2.35,1673
South Dakota,1983,2.44,1674
South Dakota,1982,2.44,1675
South Dakota,1981,2.54,1676
South Dakota,1980,2.56,1677
South Dakota,1979,2.44,1678
South Dakota,1978,2.42,1679
South Dakota,1977,2.39,1680
Tennessee,2016,2.14,1681
Tennessee,2015,2.06,1682
Tennessee,2014,2.02,1683
Tennessee,2013,2,1684
Tennessee,2012,2,1685
Tennessee,2011,2.04,1686
Tennessee,2010,1.88,1687
Tennessee,2009,1.83,1688
Tennessee,2008,1.87,1689
Tennessee,2007,1.9,1690
Tennessee,2006,1.89,1691
Tennessee,2005,1.92,1692
Tennessee,2004,1.93,1693
Tennessee,2003,1.96,1694
Tennessee,2002,1.86,1695
Tennessee,2001,1.81,1696
Tennessee,2000,1.85,1697
Tennessee,1999,1.83,1698
Tennessee,1998,1.84,1699
Tennessee,1997,1.8,1700
Tennessee,1996,1.8,1701
Tennessee,1995,1.83,1702
Tennessee,1994,1.86,1703
Tennessee,1993,1.87,1704
Tennessee,1992,1.9,1705
Tennessee,1991,1.87,1706
Tennessee,1990,1.96,1707
Tennessee,1989,1.93,1708
Tennessee,1988,1.97,1709
Tennessee,1987,1.97,1710
Tennessee,1986,1.98,1711
Tennessee,1985,1.97,1712
Tennessee,1984,1.97,1713
Tennessee,1983,1.95,1714
Tennessee,1982,1.97,1715
Tennessee,1981,1.98,1716
Tennessee,1980,1.91,1717
Tennessee,1979,1.91,1718
Tennessee,1978,1.93,1719
Tennessee,1977,1.86,1720
Texas,2016,2.34,1721
Texas,2015,2.29,1722
Texas,2014,2.24,1723
Texas,2013,2.25,1724
Texas,2012,2.28,1725
Texas,2011,2.27,1726
Texas,2010,2.23,1727
Texas,2009,2.26,1728
Texas,2008,2.28,1729
Texas,2007,2.24,1730
Texas,2006,2.24,1731
Texas,2005,2.2,1732
Texas,2004,2.21,1733
Texas,2003,2.19,1734
Texas,2002,2.21,1735
Texas,2001,2.21,1736
Texas,2000,2.25,1737
Texas,1999,2.23,1738
Texas,1998,2.21,1739
Texas,1997,2.22,1740
Texas,1996,2.26,1741
Texas,1995,2.27,1742
Texas,1994,2.31,1743
Texas,1993,2.33,1744
Texas,1992,2.45,1745
Texas,1991,2.4,1746
Texas,1990,2.47,1747
Texas,1989,2.46,1748
Texas,1988,2.47,1749
Texas,1987,2.52,1750
Texas,1986,2.63,1751
Texas,1985,2.71,1752
Texas,1984,2.8,1753
Texas,1983,2.78,1754
Texas,1982,2.84,1755
Texas,1981,2.94,1756
Texas,1980,2.77,1757
Texas,1979,2.68,1758
Texas,1978,2.6,1759
Texas,1977,2.51,1760
Utah,2016,1.34,1761
Utah,2015,1.39,1762
Utah,2014,1.37,1763
Utah,2013,1.36,1764
Utah,2012,1.37,1765
Utah,2011,1.36,1766
Utah,2010,1.35,1767
Utah,2009,1.36,1768
Utah,2008,1.41,1769
Utah,2007,1.38,1770
Utah,2006,1.33,1771
Utah,2005,1.27,1772
Utah,2004,1.3,1773
Utah,2003,1.3,1774
Utah,2002,1.3,1775
Utah,2001,1.3,1776
Utah,2000,1.29,1777
Utah,1999,1.25,1778
Utah,1998,1.27,1779
Utah,1997,1.27,1780
Utah,1996,1.23,1781
Utah,1995,1.19,1782
Utah,1994,1.24,1783
Utah,1993,1.28,1784
Utah,1992,1.33,1785
Utah,1991,1.34,1786
Utah,1990,1.39,1787
Utah,1989,1.41,1788
Utah,1988,1.45,1789
Utah,1987,1.49,1790
Utah,1986,1.57,1791
Utah,1985,1.57,1792
Utah,1984,1.55,1793
Utah,1983,1.54,1794
Utah,1982,1.7,1795
Utah,1981,1.75,1796
Utah,1980,1.7,1797
Utah,1979,1.68,1798
Utah,1978,1.66,1799
Utah,1977,1.64,1800
Vermont,2016,3.08,1801
Vermont,2015,3.07,1802
Vermont,2014,3.05,1803
Vermont,2013,3,1804
Vermont,2012,2.92,1805
Vermont,2011,2.85,1806
Vermont,2010,2.8,1807
Vermont,2009,2.77,1808
Vermont,2008,2.79,1809
Vermont,2007,2.78,1810
Vermont,2006,2.73,1811
Vermont,2005,2.69,1812
Vermont,2004,2.56,1813
Vermont,2003,2.51,1814
Vermont,2002,2.48,1815
Vermont,2001,2.45,1816
Vermont,2000,2.43,1817
Vermont,1999,2.42,1818
Vermont,1998,2.39,1819
Vermont,1997,2.37,1820
Vermont,1996,2.42,1821
Vermont,1995,2.35,1822
Vermont,1994,2.5,1823
Vermont,1993,2.52,1824
Vermont,1992,2.57,1825
Vermont,1991,2.69,1826
Vermont,1990,2.8,1827
Vermont,1989,2.91,1828
Vermont,1988,3.05,1829
Vermont,1987,3.18,1830
Vermont,1986,3.22,1831
Vermont,1985,3.17,1832
Vermont,1984,3.15,1833
Vermont,1983,3.23,1834
Vermont,1982,3.22,1835
Vermont,1981,3.32,1836
Vermont,1980,3.29,1837
Vermont,1979,3.46,1838
Vermont,1978,3.52,1839
Vermont,1977,3.38,1840
Virginia,2016,2.14,1841
Virginia,2015,2.13,1842
Virginia,2014,2.11,1843
Virginia,2013,2.1,1844
Virginia,2012,2.12,1845
Virginia,2011,2.12,1846
Virginia,2010,2.12,1847
Virginia,2009,2.11,1848
Virginia,2008,2.12,1849
Virginia,2007,2.1,1850
Virginia,2006,2.08,1851
Virginia,2005,2.05,1852
Virginia,2004,2.04,1853
Virginia,2003,2.02,1854
Virginia,2002,2,1855
Virginia,2001,1.97,1856
Virginia,2000,1.97,1857
Virginia,1999,1.97,1858
Virginia,1998,1.95,1859
Virginia,1997,1.88,1860
Virginia,1996,1.91,1861
Virginia,1995,1.94,1862
Virginia,1994,1.99,1863
Virginia,1993,2.05,1864
Virginia,1992,2.1,1865
Virginia,1991,2.06,1866
Virginia,1990,2.18,1867
Virginia,1989,2.18,1868
Virginia,1988,2.24,1869
Virginia,1987,2.35,1870
Virginia,1986,2.52,1871
Virginia,1985,2.54,1872
Virginia,1984,2.55,1873
Virginia,1983,2.56,1874
Virginia,1982,2.59,1875
Virginia,1981,2.39,1876
Virginia,1980,2.38,1877
Virginia,1979,2.36,1878
Virginia,1978,2.3,1879
Virginia,1977,2.27,1880
Washington,2016,2.26,1881
Washington,2015,2.26,1882
Washington,2014,2.26,1883
Washington,2013,2.24,1884
Washington,2012,2.25,1885
Washington,2011,2.25,1886
Washington,2010,2.25,1887
Washington,2009,2.34,1888
Washington,2008,2.37,1889
Washington,2007,2.38,1890
Washington,2006,2.28,1891
Washington,2005,2.34,1892
Washington,2004,2.3,1893
Washington,2003,2.21,1894
Washington,2002,2.17,1895
Washington,2001,2.15,1896
Washington,2000,2.18,1897
Washington,1999,2.14,1898
Washington,1998,2.14,1899
Washington,1997,2.15,1900
Washington,1996,2.12,1901
Washington,1995,2.2,1902
Washington,1994,2.23,1903
Washington,1993,2.27,1904
Washington,1992,2.44,1905
Washington,1991,2.39,1906
Washington,1990,2.49,1907
Washington,1989,2.47,1908
Washington,1988,2.51,1909
Washington,1987,2.59,1910
Washington,1986,2.66,1911
Washington,1985,2.67,1912
Washington,1984,2.7,1913
Washington,1983,2.76,1914
Washington,1982,2.83,1915
Washington,1981,2.96,1916
Washington,1980,3.1,1917
Washington,1979,2.94,1918
Washington,1978,2.91,1919
Washington,1977,2.85,1920
West Virginia,2016,1.76,1921
West Virginia,2015,1.78,1922
West Virginia,2014,1.78,1923
West Virginia,2013,1.8,1924
